id_hcn,site,date_int_ref,DATE_INIT_ASSESS,OUTCOME_CATEGORY_DESC
12562c,b,2014-04-27,2014-05-08,i
3650c,a,2010-04-01,2010-04-19,f
5956c,h,2011-02-05,2011-02-22,f
19c,f,2018-08-01,2018-08-06,a
8647,f,2015-09-07,2015-09-18,i
900,f,2012-08-23,2012-09-06,g
4346c,d,2012-09-16,2012-09-18,f
7591c,e,2018-05-15,2018-05-23,e
7761c,c,2020-11-03,2020-11-11,h
3293,e,2019-06-17,2019-06-27,e
6210c,i,2013-07-08,2013-07-23,e
939c,b,2022-09-16,2022-09-25,a
1631c,c,2022-11-07,2022-11-24,h
2987,h,2018-03-18,2018-03-24,f
9159,c,2010-11-30,2010-12-05,h
6482c,c,2013-09-13,2013-09-25,g
6022c,h,2019-11-23,2019-12-01,f
8693,c,2021-05-24,2021-05-31,g
14104c,g,2017-10-05,2017-10-23,f
6034,c,2013-01-26,2013-02-01,f
9345c,e,2010-10-08,2010-10-16,a
7532,h,2012-01-29,2012-02-01,a
7730,e,2018-07-12,2018-07-14,a
11988c,c,2015-05-27,2015-06-12,b
613,f,2021-04-12,2021-05-01,d
7755,f,2014-05-18,2014-06-03,h
6537,f,2013-07-27,2013-08-04,e
1800c,c,2021-06-14,2021-06-19,f
3174,h,2022-01-22,2022-02-05,e
5751c,e,2020-01-25,2020-01-28,a
9841c,a,2014-01-15,2014-01-26,f
8908c,a,2021-02-17,2021-02-21,i
10450c,d,2019-02-26,2019-03-13,c
52,h,2014-03-14,2014-03-21,e
7683,c,2017-07-27,2017-08-02,a
3262c,b,2018-08-21,2018-08-27,e
8840,c,2011-12-31,2012-01-18,h
7426,c,2019-08-02,2019-08-17,j
1747c,h,2020-09-28,2020-10-02,j
4219c,b,2018-10-18,2018-10-23,i
8075c,j,2021-05-02,2021-05-08,b
2203,a,2011-02-01,2011-02-05,h
13810c,b,2011-12-30,2011-12-31,i
13590c,f,2020-12-26,2021-01-06,e
11750c,j,2011-12-12,2011-12-31,g
453,j,2011-09-17,2011-10-06,b
1712c,h,2016-04-16,2016-04-23,a
7631,i,2019-04-27,2019-04-30,j
6463c,f,2010-05-30,2010-06-12,d
3353c,i,2015-11-18,2015-12-08,h
3636c,i,2013-06-20,2013-07-01,h
37c,h,2019-12-17,2019-12-23,b
9933,e,2021-01-20,2021-02-06,h
4789c,j,2013-02-05,2013-02-06,g
294c,b,2017-07-17,2017-07-18,g
40c,c,2014-07-22,2014-08-03,j
1194,h,2019-08-09,2019-08-22,c
9115,i,2014-10-08,2014-10-23,h
526c,b,2016-04-29,2016-05-07,d
9942c,e,2012-12-22,2013-01-05,h
1168c,i,2011-01-16,2011-01-25,d
7278,f,2022-08-19,2022-08-22,a
6556c,c,2014-05-16,2014-05-30,d
2451c,i,2019-11-20,2019-11-21,f
13972c,c,2020-11-30,2020-12-13,g
333,c,2015-06-16,2015-06-26,d
7915,h,2017-09-27,2017-10-15,c
7603c,f,2016-02-11,2016-02-15,j
9687,c,2011-01-17,2011-01-18,b
1316c,e,2013-04-09,2013-04-28,h
6872,j,2010-12-01,2010-12-03,d
5177c,d,2015-12-13,2015-12-24,e
8085c,h,2017-10-13,2017-10-26,f
2618,g,2015-12-27,2015-12-30,e
5214,j,2017-12-31,2018-01-11,f
12689c,h,2016-06-16,2016-06-21,f
14872c,c,2019-04-28,2019-05-17,a
2936c,j,2012-12-08,2012-12-18,b
12902c,i,2012-04-20,2012-05-02,a
12954c,f,2013-03-25,2013-04-14,b
2036c,c,2014-12-31,2015-01-17,h
356,b,2016-02-01,2016-02-03,i
6339c,h,2017-06-17,2017-06-22,g
14766c,e,2020-11-27,2020-12-07,b
5947,g,2014-08-23,2014-08-27,c
2191c,i,2017-09-07,2017-09-24,h
9777c,d,2020-01-16,2020-01-24,f
2450c,i,2016-04-01,2016-04-07,e
3158,g,2014-08-28,2014-09-17,a
2869c,j,2011-09-17,2011-09-23,e
5227,b,2019-12-09,2019-12-21,c
8540,i,2017-05-23,2017-05-25,i
3457c,e,2012-07-15,2012-07-23,g
3527,d,2016-05-10,2016-05-26,i
12345c,d,2010-05-17,2010-05-24,h
5050c,c,2015-11-04,2015-11-08,e
10680c,j,2021-09-15,2021-09-27,i
2014,a,2015-01-07,2015-01-20,d
5223c,i,2020-01-01,2020-01-15,b
9821c,g,2011-06-01,2011-06-03,d
8725c,e,2012-05-24,2012-05-26,c
8083,g,2018-02-13,2018-02-23,b
8165c,a,2012-12-09,2012-12-17,e
2106c,f,2011-09-13,2011-09-17,e
11742c,d,2017-03-25,2017-04-01,b
11883c,e,2011-03-14,2011-03-23,f
13411c,h,2019-06-01,2019-06-04,a
7637,e,2022-09-16,2022-09-22,h
5235c,a,2015-11-20,2015-11-25,c
105c,d,2013-02-15,2013-02-17,e
1568c,j,2021-04-08,2021-04-16,f
6775c,a,2022-09-08,2022-09-22,j
12652c,a,2017-05-14,2017-05-23,c
14226c,f,2021-05-10,2021-05-22,h
10416c,j,2021-07-04,2021-07-23,j
10360c,b,2011-10-27,2011-11-10,e
8904,h,2013-10-19,2013-11-01,i
706c,f,2011-04-11,2011-04-12,j
3321c,h,2013-08-22,2013-08-28,j
3432,i,2020-11-03,2020-11-16,d
13590c,d,2014-05-23,2014-05-26,i
7853,g,2013-02-03,2013-02-09,d
2653,d,2014-02-26,2014-03-13,d
4935c,c,2021-08-09,2021-08-19,j
7245,e,2020-01-26,2020-02-09,e
12036c,e,2012-12-28,2013-01-08,a
8805c,f,2012-03-25,2012-04-01,c
8427,e,2014-06-28,2014-07-15,b
3027c,a,2020-06-11,2020-06-21,j
23,j,2011-04-11,2011-04-20,f
5435c,b,2018-01-24,2018-02-10,c
7859,e,2012-03-04,2012-03-16,e
4658c,j,2022-10-18,2022-11-03,f
13511c,b,2013-06-13,2013-06-20,i
6739c,c,2012-08-12,2012-08-18,h
1621c,e,2021-06-26,2021-07-07,j
11010c,i,2012-03-29,2012-04-06,c
3818c,b,2017-05-24,2017-06-03,j
2847,c,2013-04-27,2013-05-07,d
9081,h,2021-03-04,2021-03-13,c
8615,g,2020-10-25,2020-11-14,j
430c,h,2013-01-20,2013-01-24,f
337c,d,2021-06-25,2021-06-27,i
5964,d,2015-06-03,2015-06-11,b
3100,h,2018-10-22,2018-10-31,d
392c,e,2021-09-03,2021-09-05,d
7230c,f,2020-01-15,2020-01-26,d
8251,e,2021-02-02,2021-02-22,h
7068,i,2011-07-12,2011-08-01,b
4972,a,2019-04-10,2019-04-29,f
12373c,e,2020-08-31,2020-09-06,d
2854,h,2013-09-02,2013-09-06,f
9720,a,2021-09-17,2021-09-23,b
5607c,h,2018-03-22,2018-03-27,e
14368c,h,2010-08-04,2010-08-23,g
2912c,c,2020-08-30,2020-09-19,a
2909,a,2018-03-17,2018-03-28,d
14119c,h,2019-03-16,2019-03-22,f
9355c,g,2013-04-16,2013-04-20,c
10981c,b,2017-03-29,2017-04-04,c
2157,d,2022-10-07,2022-10-16,e
7921,i,2012-03-09,2012-03-23,a
1355,g,2013-07-09,2013-07-16,b
7205c,i,2013-01-03,2013-01-08,b
9297,d,2010-07-11,2010-07-15,h
9795c,e,2020-10-14,2020-10-26,c
9684c,b,2010-06-29,2010-07-13,j
7847c,b,2012-11-04,2012-11-13,h
4265,b,2022-11-09,2022-11-19,i
10299c,b,2019-10-09,2019-10-16,c
3350,g,2020-08-06,2020-08-17,j
2355c,d,2015-06-22,2015-06-30,e
4752c,g,2011-12-22,2011-12-31,j
6233,c,2018-07-25,2018-08-13,f
2510,f,2015-04-07,2015-04-19,c
9306,d,2013-11-16,2013-11-28,i
3466,c,2020-06-12,2020-06-14,g
13307c,d,2012-11-30,2012-12-04,d
4633c,h,2020-01-01,2020-01-15,j
8203c,e,2011-12-07,2011-12-15,g
10012c,g,2019-10-30,2019-11-17,e
6752,e,2020-09-25,2020-10-15,a
5427c,a,2011-04-21,2011-05-06,f
5862c,a,2012-05-20,2012-05-24,c
4107c,f,2020-05-29,2020-06-17,g
2562c,e,2010-10-20,2010-11-01,a
14500c,e,2017-08-28,2017-09-08,i
820c,h,2017-08-02,2017-08-06,c
2782,e,2016-02-27,2016-03-05,h
2620c,c,2010-09-22,2010-10-11,i
3815c,j,2015-06-25,2015-07-15,a
347c,d,2016-04-02,2016-04-14,g
7959,c,2017-05-22,2017-06-04,d
7079c,e,2018-11-12,2018-11-13,j
10326c,i,2022-06-03,2022-06-15,h
9323,a,2012-08-15,2012-08-17,g
9733,f,2015-02-05,2015-02-20,f
12321c,c,2012-10-04,2012-10-07,g
1524,c,2022-07-31,2022-08-05,e
1025c,f,2020-05-28,2020-05-29,i
9452,g,2013-10-23,2013-11-01,e
11371c,d,2017-01-07,2017-01-11,i
6855,f,2022-11-21,2022-12-08,h
9829,c,2018-02-14,2018-02-17,e
13038c,a,2014-03-09,2014-03-19,d
3596c,h,2011-10-06,2011-10-20,b
11026c,f,2015-08-03,2015-08-10,e
7964c,g,2010-03-13,2010-03-17,c
3209c,i,2017-10-16,2017-10-17,a
2110c,f,2018-11-29,2018-12-11,a
5298c,f,2018-08-01,2018-08-21,d
3821,d,2022-02-10,2022-02-16,c
9572,f,2022-07-04,2022-07-08,i
14801c,g,2019-06-27,2019-07-11,f
4455c,j,2020-08-02,2020-08-10,g
5792c,j,2010-12-05,2010-12-22,b
1981c,j,2010-08-28,2010-09-12,f
10459c,a,2014-07-17,2014-07-28,a
6259c,f,2011-08-07,2011-08-17,b
12120c,a,2017-08-29,2017-09-15,j
7147c,i,2012-01-30,2012-01-31,f
5763c,h,2012-12-29,2013-01-04,i
8066c,b,2015-06-02,2015-06-09,i
5073c,f,2017-04-04,2017-04-08,j
4740,c,2017-10-13,2017-11-01,j
10322c,h,2016-05-05,2016-05-21,h
2492,a,2011-12-07,2011-12-22,f
9615,j,2013-06-30,2013-07-19,a
8460,c,2020-10-30,2020-11-11,g
5019,b,2017-10-16,2017-10-29,h
10837c,e,2015-12-15,2015-12-30,b
54c,i,2015-02-12,2015-03-02,b
8354c,a,2011-12-17,2011-12-19,e
2797,g,2018-06-11,2018-06-30,b
5936,g,2021-08-11,2021-08-19,i
4811c,d,2020-03-10,2020-03-15,c
9990,h,2012-10-26,2012-11-03,g
1229,h,2010-06-20,2010-07-08,c
6182,a,2014-01-22,2014-01-23,b
1680c,d,2012-06-11,2012-06-14,h
10815c,i,2017-08-28,2017-09-16,b
3277,f,2015-06-22,2015-07-06,h
5761c,c,2021-12-20,2022-01-05,g
755,h,2014-01-16,2014-01-26,c
8994,g,2018-07-06,2018-07-08,e
7815,g,2022-07-10,2022-07-24,e
11769c,g,2010-10-31,2010-11-17,b
12535c,j,2010-01-30,2010-02-02,c
3478,j,2022-05-08,2022-05-15,b
2728c,a,2022-05-08,2022-05-11,b
6324c,h,2016-06-14,2016-06-29,i
3891,h,2012-03-22,2012-04-05,b
5096c,c,2017-05-13,2017-05-25,j
1709c,e,2017-07-15,2017-07-21,c
7805,i,2018-05-15,2018-05-18,e
3299c,g,2017-10-05,2017-10-08,b
9229c,c,2010-07-13,2010-08-01,c
652,i,2016-10-29,2016-11-07,b
6237,a,2022-03-24,2022-04-04,c
5251c,j,2018-10-30,2018-11-12,i
3642c,h,2022-02-28,2022-03-09,d
9537c,h,2019-11-18,2019-12-08,h
2336,c,2017-10-23,2017-11-09,c
1111,e,2015-08-12,2015-08-14,c
12822c,g,2014-10-29,2014-11-18,f
8422,b,2019-10-28,2019-11-04,j
6836c,a,2016-03-18,2016-03-25,c
5319,h,2013-10-07,2013-10-15,g
5926,b,2022-05-09,2022-05-29,a
8611,a,2016-01-08,2016-01-23,f
5176c,i,2016-10-23,2016-11-01,h
7842c,b,2018-09-08,2018-09-28,b
4958,i,2015-01-05,2015-01-22,a
9813c,a,2019-11-28,2019-12-13,j
7928,e,2011-12-15,2011-12-28,d
8199c,f,2014-06-04,2014-06-20,e
9828,a,2013-04-15,2013-04-21,i
6518,d,2010-03-04,2010-03-05,j
8674c,e,2016-04-22,2016-05-03,j
3285,b,2022-12-28,2023-01-12,h
9103c,a,2016-01-05,2016-01-25,g
9216c,g,2020-09-19,2020-10-06,i
1892,i,2011-09-25,2011-10-08,j
10524c,d,2020-10-10,2020-10-18,j
7119c,a,2014-05-05,2014-05-19,b
7251,j,2019-01-08,2019-01-18,d
9857,h,2021-02-17,2021-02-26,d
9683,i,2020-01-14,2020-01-23,h
2054c,j,2021-12-11,2021-12-29,f
2163,e,2020-11-13,2020-11-20,c
7130,a,2022-08-30,2022-09-15,j
1709,d,2016-12-14,2016-12-27,c
8727,h,2018-09-25,2018-10-09,g
3788c,i,2015-07-30,2015-08-14,i
13440c,e,2013-06-25,2013-07-09,f
2178,c,2019-12-30,2020-01-15,d
11229c,c,2015-06-22,2015-07-02,a
12495c,i,2020-10-18,2020-10-29,j
4092,f,2012-02-22,2012-02-27,b
5323c,a,2021-04-07,2021-04-08,c
7634,d,2014-01-11,2014-01-27,c
11636c,d,2013-09-27,2013-10-04,a
4156c,i,2019-10-18,2019-10-26,i
3639c,d,2013-11-04,2013-11-11,a
5230,i,2018-08-01,2018-08-20,d
7501,j,2018-11-25,2018-12-02,d
13329c,c,2017-12-01,2017-12-09,b
2294c,j,2013-04-03,2013-04-04,a
12915c,d,2015-11-30,2015-12-15,e
7840c,i,2010-11-29,2010-12-19,i
9957,i,2010-12-18,2011-01-05,c
14497c,f,2015-07-21,2015-08-04,d
8591c,g,2010-04-04,2010-04-07,d
4130,g,2010-07-08,2010-07-23,b
1576c,e,2010-08-09,2010-08-15,j
1274c,b,2011-03-18,2011-03-28,e
3557,e,2017-07-08,2017-07-28,f
5524,g,2020-02-04,2020-02-15,j
6945,d,2022-10-10,2022-10-20,i
5303c,c,2016-08-11,2016-08-15,c
6665c,c,2020-12-22,2021-01-06,j
9427,i,2011-01-13,2011-01-26,i
14449c,c,2020-09-01,2020-09-05,d
11551c,b,2011-01-23,2011-02-04,a
10805c,f,2011-06-02,2011-06-16,g
7197,i,2017-04-07,2017-04-11,h
616c,d,2012-02-14,2012-03-02,c
1460c,j,2010-04-03,2010-04-16,e
3875,e,2021-09-07,2021-09-24,d
3969c,i,2011-04-07,2011-04-25,b
5298,c,2022-12-14,2022-12-17,g
5199,j,2016-09-14,2016-09-28,j
9082c,g,2012-09-13,2012-09-30,g
7631c,e,2011-08-27,2011-09-05,j
14171c,e,2017-03-13,2017-03-27,e
10395c,g,2018-08-28,2018-09-17,j
3804,d,2011-06-26,2011-06-30,b
3416c,i,2016-07-21,2016-08-06,a
5846c,h,2021-07-27,2021-08-04,a
8389c,b,2017-03-22,2017-03-31,h
4567,c,2015-04-08,2015-04-09,f
6464,f,2011-08-27,2011-09-12,d
5506c,g,2020-06-18,2020-06-24,d
8956c,j,2019-01-18,2019-02-07,e
3450c,d,2012-01-29,2012-02-04,b
847,j,2015-09-02,2015-09-22,j
5775c,c,2016-08-10,2016-08-13,h
9538,j,2016-03-04,2016-03-10,e
5520,a,2016-09-05,2016-09-10,b
39,h,2016-12-27,2017-01-10,j
7280c,h,2013-04-10,2013-04-26,i
8616c,f,2017-06-20,2017-07-03,c
14441c,g,2010-03-12,2010-03-13,a
9317c,a,2012-02-17,2012-03-01,h
9500,f,2012-07-28,2012-08-15,e
8162c,g,2021-07-09,2021-07-19,h
9109c,b,2017-01-29,2017-02-12,f
8621c,g,2013-03-17,2013-03-22,f
5868,i,2022-12-16,2022-12-28,g
8698c,b,2012-11-16,2012-11-27,j
3975c,j,2012-11-24,2012-11-25,b
9073c,d,2020-06-29,2020-07-09,e
13208c,e,2010-07-27,2010-08-05,f
731c,e,2017-12-26,2018-01-09,j
8619c,b,2016-08-01,2016-08-05,g
205,f,2017-12-27,2018-01-02,c
11440c,c,2017-07-04,2017-07-07,g
8748,e,2022-09-22,2022-09-30,a
766,e,2015-03-22,2015-03-25,j
7984c,h,2021-02-23,2021-03-01,a
5102,h,2012-12-14,2012-12-26,i
6730c,g,2017-01-08,2017-01-28,f
8779c,f,2013-10-18,2013-10-19,f
14116c,i,2020-04-25,2020-05-05,j
5990,d,2015-02-25,2015-03-14,h
8108,f,2013-12-30,2014-01-19,e
7745,a,2019-01-07,2019-01-18,g
13756c,i,2017-05-12,2017-05-16,e
6785,g,2012-05-11,2012-05-20,g
11017c,j,2015-01-09,2015-01-25,e
13837c,c,2022-08-31,2022-09-14,j
7427c,g,2018-09-18,2018-09-28,a
3555,g,2010-03-19,2010-04-03,h
2526c,a,2014-06-12,2014-06-18,d
49c,h,2017-08-23,2017-09-05,i
1746,i,2017-12-13,2017-12-20,e
3116c,g,2022-11-23,2022-12-12,i
7059c,h,2017-06-02,2017-06-11,f
2452,c,2022-04-23,2022-05-05,j
7508c,g,2013-07-23,2013-07-25,c
3580c,j,2010-03-10,2010-03-30,g
4907c,e,2014-10-18,2014-10-29,d
11072c,f,2015-07-24,2015-07-26,b
6753,i,2016-07-07,2016-07-25,g
11328c,e,2011-02-08,2011-02-23,h
14703c,h,2016-06-16,2016-06-19,c
9951c,c,2014-07-22,2014-07-25,f
14993c,j,2020-03-22,2020-03-30,f
7848,h,2010-07-28,2010-08-09,h
12477c,h,2019-06-19,2019-06-28,c
1533c,e,2013-01-27,2013-02-03,j
2462,b,2014-02-26,2014-03-12,c
1598,h,2020-03-14,2020-03-31,j
11200c,i,2014-09-01,2014-09-17,j
677c,f,2018-05-08,2018-05-25,a
556,c,2013-11-26,2013-12-09,j
7179,a,2010-12-16,2010-12-23,a
7372,e,2020-11-19,2020-11-28,h
7089,a,2017-02-27,2017-03-17,b
10577c,a,2013-10-19,2013-11-06,j
5380c,g,2018-11-19,2018-12-06,c
4806,e,2014-11-21,2014-11-29,g
12743c,h,2012-05-06,2012-05-12,j
11267c,c,2013-01-09,2013-01-24,a
1648c,h,2022-01-16,2022-01-23,h
701,b,2022-05-03,2022-05-15,d
2147,a,2013-08-25,2013-09-06,g
2184,g,2017-07-23,2017-08-09,j
524c,i,2014-12-07,2014-12-24,h
125c,a,2022-04-07,2022-04-25,f
204c,g,2013-10-11,2013-10-18,c
2887c,e,2022-05-12,2022-05-23,h
12003c,h,2016-12-24,2017-01-05,j
4235,b,2012-03-10,2012-03-11,g
3421c,g,2017-09-14,2017-09-24,i
12854c,c,2011-07-04,2011-07-15,i
8052c,j,2020-03-30,2020-04-12,e
3865c,c,2022-04-17,2022-04-28,h
7051c,f,2013-08-09,2013-08-14,d
2457c,g,2012-01-28,2012-02-05,h
3846,e,2015-02-23,2015-03-05,a
2069,g,2014-01-29,2014-02-13,c
5062,c,2014-08-12,2014-08-22,b
9280,h,2013-01-26,2013-02-10,c
4805,h,2011-03-09,2011-03-14,f
11114c,a,2020-12-19,2021-01-05,j
13618c,h,2011-06-16,2011-07-04,g
13076c,e,2015-04-04,2015-04-21,b
14389c,i,2020-06-03,2020-06-20,j
292,b,2021-05-05,2021-05-14,i
5702c,b,2020-01-16,2020-02-05,d
883,e,2020-09-17,2020-10-07,f
12473c,d,2018-11-30,2018-12-17,j
4855c,i,2010-07-25,2010-08-02,b
4019c,a,2012-04-27,2012-05-09,b
3706,g,2014-06-30,2014-07-08,j
7793,b,2011-04-24,2011-05-05,e
14969c,g,2019-05-24,2019-05-28,j
1768c,f,2012-11-17,2012-11-22,j
9119c,f,2022-02-01,2022-02-19,b
11625c,e,2016-05-26,2016-06-13,j
6447,f,2014-06-24,2014-06-26,h
3277c,g,2013-07-26,2013-08-01,f
2749c,f,2015-01-21,2015-02-01,j
10274c,h,2020-10-20,2020-11-06,e
7703c,j,2018-01-26,2018-02-11,c
205,e,2012-02-18,2012-02-20,a
2373c,b,2018-08-04,2018-08-20,h
200,b,2021-11-11,2021-11-21,e
14397c,c,2016-05-15,2016-06-03,j
8446c,g,2010-03-17,2010-03-26,d
5333c,h,2013-06-20,2013-06-30,i
5886c,d,2019-02-13,2019-03-03,g
6816c,g,2022-02-08,2022-02-09,d
13728c,b,2012-07-23,2012-07-29,a
8601c,i,2020-10-04,2020-10-23,e
5788c,f,2018-01-26,2018-02-01,g
1829,i,2015-11-02,2015-11-11,i
1488,h,2018-12-14,2018-12-18,d
8682c,d,2011-02-11,2011-03-02,c
5246c,g,2015-06-03,2015-06-17,j
8076c,c,2016-05-01,2016-05-17,b
13427c,g,2014-08-18,2014-08-21,e
14542c,d,2021-04-14,2021-04-21,g
1883,d,2014-01-28,2014-02-01,h
6210,a,2020-07-25,2020-08-05,h
8833,f,2022-07-13,2022-07-16,e
4248,b,2011-06-02,2011-06-17,d
5890,g,2016-12-17,2016-12-28,i
8204,h,2021-11-03,2021-11-16,e
576,a,2021-04-02,2021-04-06,i
536c,c,2022-05-14,2022-05-23,b
8816c,a,2015-06-03,2015-06-08,a
7504c,b,2021-11-13,2021-11-30,a
6275c,i,2022-12-21,2022-12-30,i
9297c,j,2018-01-20,2018-01-21,a
5903,g,2016-12-05,2016-12-21,b
7000,a,2015-03-01,2015-03-17,h
517c,b,2011-05-06,2011-05-25,a
7218,f,2022-03-31,2022-04-16,e
12616c,c,2011-02-20,2011-02-24,j
2282c,a,2014-03-18,2014-03-22,d
6810c,f,2011-01-28,2011-02-02,c
2321,g,2010-03-02,2010-03-04,h
2464,i,2017-09-04,2017-09-20,h
5104,f,2019-02-07,2019-02-15,d
1058,a,2015-06-09,2015-06-28,h
8119,g,2011-11-29,2011-12-04,f
2116,h,2010-11-04,2010-11-21,b
6702c,d,2014-09-30,2014-10-04,b
14973c,e,2021-02-11,2021-02-13,g
6382,c,2022-06-02,2022-06-17,d
703c,b,2016-06-30,2016-07-03,a
5967,b,2012-06-15,2012-07-02,d
206c,h,2018-12-27,2019-01-02,h
5810,h,2015-10-17,2015-10-31,j
8292c,g,2014-11-18,2014-12-02,d
6568,e,2019-03-13,2019-03-28,b
7657c,c,2013-08-27,2013-09-10,e
2136,e,2016-04-16,2016-04-21,e
7439,a,2019-06-04,2019-06-12,j
11507c,j,2015-02-11,2015-02-21,f
9925,e,2020-03-06,2020-03-15,g
8959,h,2018-08-21,2018-08-30,j
14952c,e,2016-07-07,2016-07-18,a
1576c,j,2013-11-06,2013-11-14,c
991c,j,2019-07-31,2019-08-13,f
10285c,e,2017-05-24,2017-05-27,f
14987c,j,2016-12-18,2016-12-20,g
2096c,a,2018-08-11,2018-08-16,g
3430,c,2022-03-17,2022-03-29,h
1316c,h,2020-11-27,2020-12-03,h
4016,e,2018-09-07,2018-09-21,h
8324c,f,2021-06-06,2021-06-25,c
11185c,a,2015-09-12,2015-09-25,d
10398c,c,2017-01-10,2017-01-27,c
291c,g,2014-08-16,2014-09-04,b
4935,a,2015-04-30,2015-05-12,a
9971,j,2019-12-04,2019-12-12,c
3650c,f,2017-08-19,2017-08-20,h
2699c,a,2013-12-06,2013-12-15,j
1106c,a,2012-04-10,2012-04-13,e
200,e,2017-02-21,2017-03-11,j
293c,i,2010-02-02,2010-02-16,b
11275c,a,2017-09-09,2017-09-28,j
7676c,f,2015-10-19,2015-10-22,f
7494,j,2014-04-09,2014-04-14,b
8753c,c,2011-10-28,2011-11-01,f
4406,j,2015-10-17,2015-10-18,g
7256c,f,2012-07-10,2012-07-27,d
1676,h,2011-08-31,2011-09-04,a
14709c,c,2016-10-23,2016-11-09,e
1003c,h,2019-12-23,2019-12-25,b
2765,f,2021-03-29,2021-04-02,i
2113c,i,2022-04-30,2022-05-09,c
12511c,f,2019-08-20,2019-08-26,j
1818c,d,2017-01-23,2017-01-29,c
8031c,a,2019-01-02,2019-01-17,d
1855c,a,2013-10-25,2013-11-12,g
6395c,g,2021-12-20,2021-12-30,e
13143c,j,2015-09-26,2015-09-28,c
5925c,e,2017-03-03,2017-03-06,e
8852,g,2010-01-09,2010-01-29,j
4132c,e,2015-09-18,2015-09-29,e
7846,d,2022-07-01,2022-07-05,g
4164c,g,2016-06-21,2016-06-30,c
4287c,b,2022-10-03,2022-10-16,e
8345,a,2020-03-06,2020-03-15,h
6889,f,2022-12-14,2022-12-15,f
2343,h,2011-08-29,2011-09-05,e
5489,b,2022-12-26,2023-01-03,c
1748,e,2019-09-02,2019-09-17,c
14009c,a,2010-09-28,2010-10-14,b
7167,f,2014-03-05,2014-03-06,c
10602c,g,2010-01-25,2010-01-28,c
10690c,h,2013-07-20,2013-07-21,i
4228,b,2015-01-25,2015-02-13,j
8260c,b,2017-05-02,2017-05-20,e
3069,a,2010-08-08,2010-08-13,e
1203,i,2020-03-07,2020-03-17,f
3892,d,2015-05-22,2015-06-07,i
11809c,b,2012-10-27,2012-11-01,d
10639c,f,2010-07-20,2010-07-21,c
1239c,a,2014-03-22,2014-03-29,e
8403c,h,2011-08-14,2011-08-30,g
174c,g,2018-02-12,2018-02-24,f
679c,f,2017-11-15,2017-12-05,e
1084c,a,2010-02-14,2010-02-20,d
11930c,g,2017-01-24,2017-02-08,e
4405,b,2016-07-21,2016-07-22,a
12907c,e,2016-10-25,2016-11-07,g
4217c,h,2021-07-31,2021-08-05,h
5678,e,2012-03-20,2012-03-23,h
7288,e,2021-02-23,2021-03-10,e
9398c,j,2020-06-30,2020-07-16,e
3033,d,2021-10-02,2021-10-16,a
7190,a,2018-06-24,2018-06-25,j
6920c,c,2017-03-22,2017-03-29,h
5475,j,2014-11-19,2014-12-06,f
816c,d,2019-03-07,2019-03-13,b
5956c,j,2021-08-02,2021-08-19,b
5555,j,2021-11-13,2021-11-16,d
11168c,a,2020-11-25,2020-12-01,i
9425,j,2016-09-19,2016-10-07,d
10869c,c,2017-03-11,2017-03-26,i
4011,a,2012-07-05,2012-07-23,e
3782,e,2013-05-14,2013-05-30,h
13212c,c,2013-11-18,2013-12-08,a
19,c,2011-02-15,2011-03-03,j
12869c,g,2021-09-29,2021-10-03,j
3598,b,2013-03-12,2013-03-30,b
5207c,a,2015-03-23,2015-03-27,a
10778c,i,2010-02-16,2010-03-05,i
13745c,i,2011-05-08,2011-05-11,e
8322c,f,2019-12-29,2020-01-12,i
14521c,i,2014-03-15,2014-03-29,h
3548c,b,2018-05-30,2018-06-17,e
6090,g,2017-06-08,2017-06-24,a
12685c,b,2017-02-15,2017-02-22,a
107,f,2021-03-20,2021-04-07,e
8116,b,2019-04-15,2019-04-27,f
12785c,d,2015-01-03,2015-01-10,e
2240,d,2020-06-17,2020-06-29,f
6340c,c,2014-10-31,2014-11-08,a
5589c,c,2022-03-17,2022-03-30,i
1822c,h,2013-12-23,2014-01-12,a
3401c,g,2010-11-23,2010-12-07,c
946,g,2016-09-27,2016-10-04,g
9360,d,2015-02-15,2015-02-19,b
3345,j,2014-10-12,2014-10-20,f
7091c,a,2017-01-19,2017-01-26,h
10164c,b,2020-05-04,2020-05-15,j
3449,j,2015-08-11,2015-08-15,g
2484c,i,2015-02-24,2015-02-28,f
5357c,j,2013-03-28,2013-04-04,h
4283,e,2011-01-06,2011-01-24,g
5861c,d,2022-04-25,2022-05-04,e
11922c,c,2022-09-16,2022-09-22,e
5558,d,2022-06-26,2022-07-12,e
5522c,g,2012-05-29,2012-06-18,b
6845c,e,2017-10-28,2017-11-02,h
13854c,a,2015-08-14,2015-09-02,f
9790c,h,2010-01-11,2010-01-12,b
7517,b,2021-09-25,2021-10-11,b
48,f,2019-11-02,2019-11-16,i
1800c,g,2012-07-04,2012-07-10,c
1003c,g,2010-01-05,2010-01-06,j
11814c,g,2010-10-20,2010-10-31,d
1574c,i,2019-03-14,2019-04-03,i
3074,a,2014-02-07,2014-02-18,c
3062,i,2020-05-26,2020-06-12,i
9236,j,2010-08-16,2010-09-01,i
11157c,h,2018-05-03,2018-05-15,a
5448,e,2017-03-02,2017-03-14,h
9874,c,2020-04-02,2020-04-05,h
4468,i,2022-12-09,2022-12-22,a
1275,d,2019-05-27,2019-06-01,f
2192c,i,2011-10-30,2011-10-31,i
