id_hcn,site,CIN_SEQ,REASON_CO_OPENED_DESC,DATE_OPENED
628,i,h,h,2021-02-21
8036c,f,d,a,2018-08-18
2062,d,j,e,2010-04-02
13119c,c,j,b,2022-05-10
14753c,b,g,a,2018-02-20
11278c,b,b,j,2010-06-05
2754c,c,e,a,2021-11-05
1830,c,h,g,2010-07-14
9143,c,h,e,2014-10-23
755,c,g,j,2014-04-06
6605,f,a,c,2016-03-16
12100c,b,e,f,2013-12-21
8049c,e,a,d,2010-05-12
7538c,f,e,e,2017-08-19
651c,i,f,d,2021-06-28
8587c,e,d,f,2021-09-24
5632c,i,h,i,2017-11-23
7149c,i,c,b,2019-01-19
1194c,f,h,j,2015-02-05
11200c,j,e,d,2017-09-07
1093c,b,d,a,2016-01-07
1909c,j,e,c,2010-06-30
2141c,i,e,a,2020-03-27
6472c,a,a,f,2022-12-25
3842,b,j,i,2013-02-15
14065c,h,g,i,2015-12-30
6080c,f,e,b,2017-03-17
3719,d,j,g,2022-11-04
3864c,h,h,b,2019-02-06
1473,j,b,b,2013-11-04
3952,j,g,f,2014-04-30
433c,h,d,b,2015-10-17
1430c,e,c,i,2010-10-11
3582,h,h,j,2017-02-08
937c,f,e,i,2020-06-26
8101,c,g,g,2019-01-11
5961c,e,i,a,2017-08-18
5685c,h,i,a,2020-04-13
633,a,c,i,2016-07-28
9928c,h,a,d,2015-05-22
12932c,e,d,j,2022-02-23
4570c,i,b,f,2020-11-11
14932c,b,i,g,2012-05-08
1206,b,d,c,2022-07-16
2598c,i,f,i,2016-05-30
9030c,h,g,f,2019-07-25
5563,j,i,g,2021-12-23
5552c,j,d,i,2018-07-16
2367c,f,j,d,2021-11-13
5986,j,j,i,2020-04-06
4206,h,f,e,2021-12-26
12474c,j,h,f,2015-11-19
55c,h,i,d,2013-01-09
14723c,a,g,e,2022-12-15
11572c,e,b,f,2012-05-26
5665,e,e,f,2021-05-04
11488c,b,a,f,2010-06-21
12494c,c,j,b,2017-12-03
831,h,i,b,2018-05-18
7717,f,h,i,2015-08-20
12568c,d,a,b,2018-10-21
12567c,f,f,f,2013-05-08
8364,b,a,c,2017-05-13
10556c,d,c,h,2022-12-21
6959c,d,g,b,2019-02-22
97c,g,i,c,2022-09-03
4332c,f,g,i,2021-08-19
3187,c,f,c,2020-10-09
3426c,a,j,i,2022-08-12
9328c,i,h,f,2010-06-27
14970c,i,f,d,2019-10-16
2580c,a,b,j,2019-06-30
5838,c,b,h,2013-04-13
2878c,i,h,e,2017-11-17
12934c,e,b,j,2015-11-26
4675,j,e,c,2020-10-10
7892,e,i,e,2019-12-03
6596c,j,j,f,2018-07-14
14959c,d,h,e,2013-08-16
4900,f,c,a,2021-08-25
7977c,j,i,i,2014-04-27
14747c,b,f,h,2012-12-10
4611,a,b,a,2016-01-10
2630c,b,e,i,2011-09-07
2753c,b,b,i,2022-04-04
856c,e,d,f,2015-03-09
9433c,b,c,e,2016-09-11
2617c,d,i,b,2019-11-23
1606,e,g,j,2014-11-05
1473,j,d,b,2019-04-08
6667c,h,a,d,2013-09-19
9207,c,i,c,2015-08-08
277c,b,c,d,2011-07-01
10922c,e,c,c,2020-03-03
9135,d,a,i,2010-12-15
1099c,b,j,a,2011-11-03
1798c,c,c,b,2018-02-12
5961c,i,j,e,2021-05-09
12904c,j,j,b,2021-12-13
8901,f,b,i,2017-09-16
208,i,b,b,2021-04-10
10610c,c,e,e,2017-09-06
7596c,c,i,a,2011-09-28
5504c,i,a,a,2022-07-06
6565,h,a,a,2014-05-29
9191c,i,d,g,2022-03-28
11340c,c,b,a,2016-01-18
12453c,j,c,d,2012-12-27
5056c,b,e,a,2016-11-06
4488,j,f,j,2020-07-05
7329,j,d,b,2020-06-04
1208c,h,h,j,2021-10-02
12962c,g,e,b,2015-12-31
3866c,h,f,b,2019-02-02
6746,a,h,a,2015-09-19
7548c,a,c,i,2010-07-27
14186c,h,c,d,2011-01-17
7503c,d,f,e,2018-12-21
9353c,h,f,j,2010-07-25
970c,i,d,j,2017-10-02
277c,e,g,h,2013-08-12
2555,g,h,e,2014-01-27
8933,j,i,j,2018-12-12
1854c,j,f,j,2020-10-19
12263c,c,j,h,2013-08-06
3130,b,i,j,2022-04-23
10952c,d,a,h,2011-03-31
5823c,i,d,j,2015-07-11
7402,h,b,d,2010-01-22
9975,h,f,d,2018-01-09
10341c,f,c,h,2012-06-12
6511c,a,d,c,2017-11-22
323c,e,a,d,2010-10-22
5867,e,b,j,2016-05-18
9797c,b,h,h,2021-09-18
7011,h,d,j,2022-03-17
5155c,d,i,d,2012-07-15
1414,b,f,i,2017-04-01
7651c,f,g,b,2020-06-25
3989,g,g,g,2016-01-15
9392,a,f,e,2012-05-29
1581,c,c,g,2011-09-07
5951,c,e,g,2011-06-14
10911c,a,j,f,2014-04-09
6597,g,e,e,2018-11-05
2059,h,a,g,2015-08-31
7243,g,i,h,2020-07-07
4869,j,g,j,2013-10-01
8537c,f,i,e,2021-02-22
12246c,g,b,h,2022-10-01
8193c,g,c,f,2016-06-23
2072,d,j,c,2013-02-13
9300,g,b,f,2011-12-16
5449c,f,d,b,2011-05-25
2410c,a,f,g,2021-01-21
756,c,c,h,2017-05-21
9075,b,h,d,2022-05-24
5683c,e,i,g,2014-12-31
2290,g,j,d,2015-08-04
5972c,h,a,e,2011-11-13
5460,b,j,c,2010-08-22
4131,a,d,d,2012-06-25
13091c,j,j,e,2021-05-27
11807c,e,b,h,2019-12-11
10073c,h,g,f,2010-04-06
8224,h,e,e,2012-08-02
7893,c,g,d,2020-10-19
10786c,g,e,g,2016-04-08
7302,f,c,e,2015-02-07
4658,f,g,j,2022-02-16
384,e,h,a,2019-10-20
620c,i,h,e,2022-11-14
5356c,b,b,h,2017-04-06
5771c,h,g,e,2021-04-08
4066c,h,j,i,2022-11-19
3422,c,a,f,2022-02-20
1214,a,c,i,2018-06-02
13141c,g,i,f,2016-02-24
5747,c,i,i,2011-10-02
3921,a,c,e,2022-11-06
11688c,c,d,h,2017-12-08
9717c,g,g,a,2011-03-01
3479c,f,g,e,2011-10-21
2241c,e,i,a,2022-09-30
1858c,b,g,f,2022-02-13
13585c,f,c,j,2021-10-17
3215,f,f,f,2014-01-12
1672c,j,b,d,2016-05-25
2283c,e,g,d,2012-04-24
9803,f,f,b,2022-06-27
240c,i,a,i,2014-02-18
691c,i,f,g,2018-07-12
3155c,d,h,h,2022-06-27
3562,b,i,b,2017-01-28
6324c,b,b,g,2017-07-01
6948c,c,a,e,2018-08-01
4084,a,f,a,2021-11-12
11218c,c,i,d,2017-05-07
12863c,i,e,c,2015-04-01
9024,g,c,h,2011-06-28
4449,b,c,f,2011-05-09
9916c,d,h,h,2013-07-23
155c,h,e,i,2016-02-20
8356c,h,e,g,2014-03-09
8530,a,j,e,2015-09-18
5263c,e,e,f,2010-12-27
8578,c,g,i,2020-11-24
14914c,b,j,a,2020-05-07
9212,i,i,j,2019-05-26
236,j,a,f,2016-03-01
13132c,j,d,i,2019-08-31
12358c,g,f,c,2011-03-01
5503,a,i,a,2019-01-14
13129c,b,c,b,2016-05-12
9484,d,e,i,2011-03-16
4161c,h,f,i,2016-04-19
11639c,i,c,e,2018-07-18
1774,f,h,d,2014-02-07
12983c,e,d,b,2014-04-03
12289c,a,c,f,2011-05-22
7414c,j,j,e,2014-01-29
1346c,e,f,i,2021-08-15
4590c,e,i,h,2013-10-30
2858c,c,i,g,2019-02-09
7060c,a,b,a,2016-11-24
1229c,i,d,d,2011-10-21
2100,e,b,b,2010-10-22
14555c,j,b,f,2011-04-29
3994c,d,c,b,2011-06-19
8657c,i,b,i,2019-06-06
14485c,e,g,c,2015-03-30
8057,j,a,f,2021-08-11
1193c,j,c,d,2020-06-30
2251c,g,h,f,2020-02-09
2458,f,i,h,2019-12-26
3580c,i,g,a,2019-10-16
7178,i,h,g,2018-02-25
3262c,e,g,i,2020-06-02
7240,e,a,a,2010-09-29
12506c,i,h,d,2011-09-30
3767c,h,j,i,2016-02-05
7549,e,e,b,2017-05-24
7868c,i,d,h,2016-12-03
8271,d,f,f,2014-05-12
3115c,i,b,j,2014-09-30
9188c,c,a,f,2013-10-13
12920c,a,i,h,2021-07-24
5112c,c,h,h,2019-05-29
850,f,d,j,2022-03-05
7866,h,a,c,2022-10-11
1057c,h,j,b,2013-08-11
2745,f,d,i,2013-03-16
654c,e,a,i,2020-04-25
8495,i,c,e,2011-06-09
3732c,c,h,c,2011-10-26
3252,h,j,c,2020-12-27
867,b,c,i,2018-04-25
11183c,f,c,i,2016-03-11
1601,e,d,a,2017-09-09
8595c,g,e,g,2021-12-03
1103,j,h,j,2020-05-12
5289,f,j,e,2017-01-17
12154c,j,e,a,2011-04-13
895,h,c,c,2014-01-10
3760,e,i,f,2011-11-22
8510,j,j,j,2012-09-24
8580,d,g,c,2012-02-20
9110,h,b,g,2018-09-30
524,d,a,a,2011-01-05
5398c,h,i,i,2019-03-15
7804c,a,b,g,2019-02-18
10000c,g,i,e,2019-11-28
8964c,i,c,b,2014-02-17
4676c,e,g,b,2012-10-09
9091,i,h,h,2016-09-24
4900,i,c,h,2020-01-01
12325c,f,f,i,2010-02-10
6174c,g,e,e,2015-05-04
6023,e,c,c,2017-07-18
518c,a,b,g,2022-03-03
2347,d,h,b,2019-01-22
3681,d,b,e,2022-05-22
3802,b,g,a,2015-09-01
10187c,a,a,j,2014-09-19
3727,i,f,e,2020-08-13
1941,e,i,d,2021-08-05
285,f,i,g,2011-02-21
12486c,b,d,h,2010-01-18
5403,f,d,f,2012-12-14
14326c,d,a,d,2017-10-22
8569,f,f,c,2017-08-01
5811,e,h,b,2017-07-02
4417c,a,j,d,2015-02-16
5715c,a,e,d,2017-12-01
3326,d,j,j,2014-02-25
14294c,f,g,i,2012-06-01
2105,i,e,d,2017-07-23
7558c,e,f,e,2018-07-08
6290,i,h,b,2019-02-01
5938c,h,b,j,2011-05-27
6593c,e,d,d,2017-11-10
6535c,i,g,d,2017-07-01
4720c,d,d,d,2022-05-04
904c,d,h,g,2015-04-02
5816c,d,j,f,2013-02-01
2617,d,j,g,2012-06-22
12849c,b,h,a,2021-10-06
5655c,d,i,e,2019-02-14
11477c,c,f,e,2022-02-20
4407c,b,g,d,2014-02-04
1559,a,f,i,2012-10-23
12130c,e,c,d,2015-09-30
3722,a,e,g,2016-12-28
1034c,a,h,e,2011-01-22
5936,h,d,b,2017-09-25
13775c,g,g,a,2010-06-03
9506c,f,b,i,2018-10-01
3466c,g,f,f,2016-09-06
473c,c,h,i,2021-01-20
11523c,j,i,c,2022-01-22
1952,e,c,i,2011-12-25
4649c,c,g,a,2022-10-04
11319c,i,e,a,2012-04-01
7276,b,g,d,2021-04-25
7558,j,e,g,2017-05-24
7404c,f,f,g,2016-07-25
3566,g,f,b,2022-07-28
6300,b,e,c,2014-06-15
3112c,b,g,a,2017-04-19
4600c,g,i,f,2019-03-17
4592c,j,c,j,2014-04-05
6399c,b,a,e,2010-01-07
7100c,a,h,e,2019-10-25
9768,d,g,a,2021-08-23
1558,f,a,e,2017-07-02
9533c,a,i,b,2011-02-01
917,e,e,c,2019-03-19
7780c,c,e,b,2016-03-16
6850,e,h,b,2018-08-20
308c,i,c,f,2011-12-04
10173c,a,j,h,2015-02-16
8737c,j,b,d,2021-02-12
6398c,j,d,h,2017-05-16
1689c,h,i,g,2013-01-08
7664c,h,e,a,2014-09-04
3046,g,a,h,2018-06-30
1924c,g,b,d,2016-12-28
6622,g,b,f,2011-09-20
3754,j,i,c,2015-07-27
10787c,h,b,g,2010-10-05
8099c,e,e,f,2010-11-09
5730c,h,b,b,2022-10-07
5799,c,d,e,2010-06-19
4956c,g,j,f,2011-09-19
6335c,b,c,c,2010-02-21
4977,b,j,g,2022-12-10
8720c,d,i,c,2015-11-22
7793,e,e,f,2012-10-10
2072c,d,b,g,2014-11-19
1889c,a,a,i,2010-08-16
9925,g,i,i,2020-06-30
14298c,b,f,g,2010-07-17
13663c,g,g,g,2014-05-14
315c,c,c,f,2013-05-26
12079c,a,i,e,2010-12-20
11897c,b,d,e,2010-09-30
12717c,b,a,c,2019-03-22
10014c,c,f,b,2011-01-23
14936c,a,f,g,2012-11-22
3692c,f,a,g,2014-09-13
9813c,c,f,d,2015-08-25
1902c,i,i,c,2013-07-20
328,c,a,f,2014-06-10
9447c,c,e,e,2019-09-01
12847c,i,c,j,2010-10-17
11006c,h,b,d,2011-11-11
1631c,e,f,j,2015-12-13
6806,d,c,e,2016-07-21
4562,d,c,d,2010-02-19
4432,e,d,j,2011-09-16
6119c,g,a,e,2017-02-27
3222c,i,j,c,2018-04-14
14103c,f,a,i,2020-03-14
8873,a,e,d,2019-05-22
13976c,i,f,g,2020-11-23
9040c,c,j,b,2022-09-07
6633,j,c,f,2020-04-13
9507c,a,d,g,2014-06-29
12334c,a,h,e,2022-02-27
8880c,j,i,c,2021-05-12
10022c,e,e,h,2013-06-25
7299,j,d,g,2022-03-28
3936c,f,h,i,2011-07-05
5866c,g,d,j,2014-06-29
8118,e,f,g,2020-05-13
6959c,i,h,h,2019-02-19
1205,d,d,f,2013-05-12
5243,a,h,e,2014-11-27
13591c,b,a,e,2012-08-19
12968c,g,f,i,2014-01-15
1348,i,b,f,2022-02-25
10565c,e,j,d,2022-04-02
3574,c,h,i,2019-08-28
10568c,f,j,i,2017-09-20
1639,c,d,b,2018-08-24
7882,i,h,j,2010-03-20
12456c,e,d,g,2011-05-15
7975,i,j,h,2020-02-23
3242,a,f,c,2011-08-14
9208,j,d,i,2015-05-25
2505c,e,e,j,2018-03-08
7420c,b,b,c,2010-05-25
6080c,h,c,j,2021-03-16
4477c,i,b,c,2018-08-28
13165c,d,g,h,2016-04-10
8880,i,a,e,2018-10-02
3036c,f,a,f,2012-05-29
8562c,h,b,h,2018-11-17
9345c,b,d,b,2016-12-19
3554c,j,j,g,2012-08-16
1604,a,j,d,2018-02-07
10793c,f,h,h,2021-12-21
968,d,g,g,2015-12-28
6178c,a,j,g,2015-08-24
14909c,f,d,f,2013-12-09
10264c,c,a,h,2012-03-12
1601c,h,e,g,2019-03-22
12529c,a,i,g,2012-12-23
3383c,h,h,j,2022-08-06
7854c,c,d,j,2022-02-02
4882,b,c,e,2019-03-25
3862c,h,c,e,2014-08-12
5783c,g,g,h,2020-12-04
5024c,c,h,f,2015-07-04
4998,j,g,f,2018-06-05
12088c,j,c,g,2020-09-02
4882c,j,g,c,2013-06-29
11878c,h,d,d,2018-10-12
5648c,d,b,e,2022-02-04
6087c,i,i,j,2015-01-28
7868,c,f,c,2018-03-31
997c,a,g,j,2011-08-16
7297,d,e,f,2015-09-11
5936,j,e,e,2020-11-06
5110,e,j,h,2021-08-05
1889c,i,i,f,2018-03-25
13022c,c,e,g,2014-11-20
1642c,a,h,d,2014-01-14
13279c,f,h,e,2013-03-12
5218,g,a,e,2015-01-23
3164c,c,a,a,2011-02-18
13560c,b,j,i,2014-08-15
13720c,h,e,h,2021-12-21
14663c,h,c,j,2015-08-04
5850,g,f,a,2022-02-07
243,b,e,a,2016-04-20
10120c,g,d,h,2015-07-02
3775c,b,c,f,2019-01-18
12984c,e,b,i,2021-04-14
14509c,j,g,g,2012-10-23
6865c,c,e,b,2013-08-19
5884c,c,d,j,2012-11-28
2955,a,e,d,2013-05-25
5437,b,a,h,2011-05-23
12786c,j,i,f,2014-02-11
13473c,i,c,h,2019-09-18
9097c,h,c,j,2010-08-14
11207c,d,e,h,2017-07-26
8283,h,f,c,2017-12-06
5629c,d,e,g,2018-09-12
2496,e,i,i,2019-03-15
8507,h,j,d,2013-09-17
921c,c,j,j,2018-06-25
5516c,b,j,b,2022-07-06
2455,b,f,e,2016-03-31
6985,g,i,a,2018-11-03
7261,a,f,g,2015-01-31
9068c,g,f,j,2020-09-10
5047c,h,i,f,2022-08-18
2045c,a,e,j,2021-03-05
9530c,d,d,e,2014-09-22
6402c,b,f,a,2019-02-24
7941c,j,h,j,2021-07-09
13379c,g,a,f,2021-04-22
8331c,e,c,i,2012-01-19
9926,e,f,a,2014-02-10
121,j,d,c,2018-06-28
10122c,e,h,h,2014-09-03
985c,b,d,g,2012-06-08
1477c,e,b,j,2017-09-25
1794,b,a,a,2018-07-11
5444c,b,h,b,2021-05-04
1791c,j,f,j,2010-12-09
14687c,c,h,g,2020-09-23
3745,c,i,b,2013-10-15
6296c,d,h,f,2016-09-30
5659c,i,e,g,2012-09-26
8601c,h,f,h,2016-12-13
4216c,g,c,b,2017-01-26
7353c,i,f,d,2013-06-22
8043c,e,i,i,2018-08-26
9999c,i,c,b,2010-05-05
1788c,h,f,b,2011-10-06
1461,c,b,c,2020-09-22
8243c,i,j,e,2018-02-22
10188c,i,d,d,2020-11-21
395c,e,f,b,2016-11-06
3153,d,a,b,2017-10-27
6232,a,b,h,2017-10-12
170c,f,f,j,2019-01-20
2426,f,i,c,2021-01-14
1286c,f,f,d,2018-04-26
4047c,h,f,j,2019-05-29
8921c,c,b,c,2014-08-07
9954c,a,f,f,2013-03-25
9314c,e,j,c,2018-04-29
14909c,h,e,g,2017-01-20
2330c,d,f,h,2016-11-05
5343,h,b,j,2010-08-25
2536,b,h,b,2010-02-08
1893,d,g,a,2021-03-04
2370,f,e,g,2013-07-28
9909,c,a,g,2016-10-08
2376c,d,c,c,2020-10-28
8963c,j,g,e,2018-10-29
5305c,a,f,h,2011-08-28
12843c,f,d,e,2020-09-05
4265,a,e,j,2013-05-03
3788,e,f,j,2021-04-20
9319,g,c,e,2011-12-25
12005c,i,b,f,2010-11-04
7555c,e,c,c,2018-02-28
9939,g,a,e,2012-01-24
3280c,a,e,i,2011-11-13
2261c,c,e,j,2019-05-15
1264,c,b,c,2012-08-01
6447c,f,i,j,2022-05-12
9624,g,d,h,2019-06-16
89c,e,g,e,2018-08-22
3267c,e,d,c,2013-03-20
9535c,d,a,g,2016-10-18
483c,f,f,a,2019-01-05
5016,d,c,g,2018-04-07
9159,c,b,i,2022-05-19
9611c,g,d,g,2017-08-04
7211c,j,f,a,2013-06-30
14792c,i,c,d,2014-11-05
320c,a,c,b,2015-11-01
6045c,d,a,g,2022-12-22
8848c,f,f,e,2012-05-07
6825c,b,f,g,2021-10-19
3657c,c,i,j,2016-12-22
4797,j,c,e,2022-08-18
6457,b,a,a,2011-03-13
9368c,b,g,a,2019-05-21
6196c,i,f,f,2020-01-28
6543,g,f,g,2010-12-25
5189c,c,e,h,2010-05-27
432,h,a,i,2015-11-05
7684,d,b,e,2011-10-03
8625,c,c,b,2010-08-09
6704c,a,d,a,2021-01-02
5568c,b,d,e,2017-12-18
7822c,i,c,f,2014-03-10
7065c,b,i,j,2013-09-18
8151,a,h,d,2010-12-15
6053,h,i,e,2016-03-03
10779c,a,a,b,2021-01-07
9904c,b,b,g,2014-07-19
7227,c,j,c,2020-11-21
6868c,i,j,a,2017-05-25
3856c,g,c,b,2017-02-03
3024,e,e,h,2010-12-21
13717c,i,d,a,2015-10-31
8958c,f,h,g,2010-03-25
6452,a,f,e,2015-06-04
9582c,i,j,i,2013-06-26
13629c,c,a,h,2015-05-16
11111c,c,i,i,2016-07-24
4051,j,c,e,2010-11-26
13201c,a,c,c,2013-07-24
8412,b,g,d,2021-10-05
14277c,j,e,e,2016-03-10
9462,j,j,b,2010-05-31
2537,e,i,f,2017-06-23
3329,g,f,h,2020-11-02
14241c,i,b,j,2015-01-18
8750c,d,b,h,2010-11-04
13176c,a,j,d,2011-08-01
3272,a,i,c,2020-10-23
2958c,j,g,a,2017-04-07
6669c,d,f,d,2019-03-16
3225c,e,j,g,2012-04-01
8775,g,d,j,2022-01-07
7350,g,e,j,2012-12-20
12158c,c,d,f,2018-11-21
5420,g,b,e,2013-03-28
4350,e,i,h,2022-07-09
12158c,f,g,d,2017-06-07
10582c,a,b,h,2016-07-10
11887c,i,f,e,2019-10-22
2548,a,f,h,2020-07-18
1119c,a,d,e,2021-07-10
1319,b,c,g,2020-10-20
12329c,d,a,f,2017-03-02
5304,f,g,j,2022-02-09
4772c,g,d,b,2016-10-11
7759c,g,d,i,2013-07-19
6557,j,g,d,2017-07-26
4964,h,a,a,2017-01-08
5617,j,b,a,2021-12-22
1525,b,g,i,2018-05-30
4664,d,e,h,2022-10-02
14186c,f,f,f,2011-11-30
2119c,i,b,e,2020-05-12
4405,b,f,d,2014-03-26
6209c,a,j,j,2013-11-22
9599c,c,c,f,2018-08-01
8373c,b,f,j,2012-06-19
6224,b,d,j,2016-02-11
8342,e,h,d,2020-06-14
13234c,h,i,a,2018-06-15
4374,i,g,g,2012-11-06
3655c,j,b,b,2018-09-27
2613c,h,d,h,2017-05-02
3637,a,d,d,2021-07-17
10703c,d,b,f,2011-12-11
5771c,f,g,c,2020-05-23
13230c,b,d,j,2015-12-17
4635,c,h,g,2021-02-28
11575c,i,h,d,2022-09-11
5845,j,c,b,2011-11-03
2905c,b,a,a,2012-03-27
2662c,a,i,c,2013-07-10
1104,d,f,e,2020-01-29
282,b,j,f,2017-02-26
9744,i,f,g,2014-05-19
14545c,h,e,i,2010-03-30
6563,e,h,f,2019-11-11
2652,f,h,f,2013-05-15
9599c,i,i,b,2011-03-27
5273c,b,h,j,2019-10-01
904c,i,h,g,2015-06-22
6661c,i,d,a,2013-10-23
3975,e,c,i,2021-08-12
3495,a,j,i,2019-07-15
1515c,j,c,h,2018-11-29
7195c,d,c,j,2019-01-21
7466c,d,b,h,2018-03-08
7960c,d,f,f,2010-11-27
2761,e,f,c,2012-10-24
12169c,c,b,d,2016-04-27
1941c,d,f,c,2020-05-21
1740c,b,a,d,2012-02-01
14361c,c,i,a,2017-10-24
11932c,a,e,c,2020-03-03
12564c,h,a,h,2011-07-18
3205,b,f,b,2017-05-20
8049c,e,b,j,2014-09-25
6527c,c,f,a,2012-02-14
4724,e,a,d,2010-09-11
7530,e,c,h,2015-10-13
3521c,a,j,g,2021-07-03
11224c,j,j,h,2020-03-24
3329,b,e,b,2018-02-18
9917,b,e,b,2013-11-28
9790c,e,a,c,2010-04-09
11209c,j,i,i,2016-03-13
4074c,b,e,j,2016-01-08
9275,f,d,e,2018-01-28
9997,j,j,j,2015-04-05
5928c,d,g,d,2014-03-16
3287c,i,j,g,2019-06-28
1486,d,b,f,2020-01-10
3149,d,d,i,2016-10-03
8550,c,b,b,2017-05-10
461,b,f,h,2017-05-02
6695c,g,g,g,2011-12-24
322c,i,g,e,2019-11-10
6169,a,f,g,2015-03-14
2185,b,a,c,2020-02-28
6334c,c,a,j,2022-10-26
2346c,i,g,i,2022-10-15
2328,h,h,j,2019-09-03
6145,h,h,a,2011-10-21
12310c,g,a,f,2020-08-11
3304,g,e,f,2015-08-27
251c,f,g,h,2021-02-27
8720,g,g,b,2022-08-27
3321,b,g,f,2020-03-25
4939,j,i,h,2016-10-22
2014,a,i,g,2020-09-09
4961c,f,j,h,2020-06-16
1214c,f,e,b,2015-04-19
14236c,c,h,d,2018-02-03
8346c,h,j,i,2021-01-24
4520,d,h,c,2021-09-05
121,h,g,c,2017-02-14
5353c,i,e,f,2010-10-11
4016,a,f,j,2022-12-27
8830c,a,j,f,2019-03-15
5159,h,h,c,2011-04-12
986,c,b,i,2013-12-31
7248c,c,f,b,2010-02-16
15c,h,i,h,2011-10-26
3950,c,g,i,2015-04-18
9691,b,i,h,2021-08-09
5038,a,b,e,2012-07-15
12790c,j,j,d,2017-10-26
1819c,e,e,b,2011-12-23
1372,c,d,a,2015-10-11
13374c,b,c,d,2018-12-03
7524,i,h,a,2020-04-28
2973c,j,b,a,2020-12-02
3490c,b,b,a,2022-11-10
10803c,h,a,f,2017-04-09
4123,a,b,h,2015-09-16
1364,d,a,e,2016-04-20
10154c,c,h,b,2019-11-10
4273c,e,a,c,2020-03-10
9536,h,e,f,2015-06-21
6967,e,j,h,2017-01-29
9152,a,d,b,2012-11-28
1884,c,f,e,2010-10-26
1052c,g,f,f,2017-02-09
3159,i,e,c,2019-04-10
7140,c,f,c,2010-02-23
10565c,b,i,e,2012-07-28
1532c,f,f,e,2019-07-21
4748,e,b,h,2021-02-21
7484,b,a,e,2020-12-15
3491,h,e,b,2020-12-03
1834,c,c,j,2020-05-24
8787c,j,e,a,2013-06-25
1035c,a,j,c,2010-03-03
3428c,e,b,f,2021-07-17
2595,j,a,b,2014-10-09
449,i,a,a,2018-11-03
5794c,b,e,h,2020-03-17
9312c,b,c,g,2019-08-16
12447c,c,f,i,2022-04-10
1081c,a,c,i,2012-02-05
11320c,g,h,i,2012-12-25
1898,b,d,i,2012-05-14
5638,a,h,d,2015-03-08
8158,a,a,j,2013-10-26
5483,h,j,e,2016-07-13
3404,d,c,i,2010-02-11
6041c,d,h,h,2012-04-16
4154c,b,h,h,2012-08-01
5024,i,j,i,2021-11-15
5893c,f,h,d,2020-12-02
6832,c,c,e,2016-12-19
8747,g,e,a,2020-07-03
9485c,f,f,j,2012-02-07
10805c,i,a,i,2018-10-22
6015,e,c,f,2010-10-16
7938c,e,c,h,2011-07-17
14219c,c,i,g,2013-04-25
6601,g,e,d,2021-06-04
726c,j,j,h,2011-04-29
8037,i,g,g,2013-02-20
1585c,b,i,c,2020-01-15
8720,j,j,g,2010-05-17
399,e,j,e,2013-12-03
3934c,c,h,h,2019-03-09
5984,h,d,h,2020-09-02
4593c,g,b,c,2018-03-11
7309,h,a,j,2013-04-14
13966c,f,f,i,2013-08-17
10161c,a,i,e,2018-03-23
829,f,e,i,2010-02-13
5423c,e,h,g,2019-05-02
6818,j,j,f,2021-04-15
11998c,g,f,f,2021-03-10
11114c,j,c,i,2017-11-15
958,c,j,e,2012-05-20
2761c,d,c,e,2019-01-21
4134c,a,f,j,2011-11-13
512c,i,i,a,2020-03-28
9048c,f,i,h,2011-08-09
5759,a,f,h,2017-03-22
3261,d,f,j,2014-05-05
9045,g,f,d,2018-09-25
7456,j,e,c,2021-06-03
3052c,g,j,h,2011-12-23
7363,h,b,b,2022-11-20
14536c,f,a,j,2011-08-18
7804,j,b,f,2021-11-15
6850,c,e,g,2010-04-04
9652,a,d,d,2012-05-12
5716,d,b,i,2022-07-18
11404c,c,c,j,2016-08-30
5312c,b,d,c,2022-05-16
805c,d,a,a,2022-01-12
12714c,b,h,e,2017-12-31
3293c,a,b,j,2010-12-15
5587c,b,b,j,2019-05-27
5381c,a,b,j,2013-03-13
227c,j,b,c,2017-07-24
4304c,j,f,i,2011-10-02
14201c,i,d,c,2012-05-07
3439,c,g,f,2022-07-18
1827c,c,h,d,2011-06-16
4456,c,a,f,2019-08-15
9082c,c,i,d,2014-06-11
12155c,g,d,b,2013-07-24
11331c,h,h,j,2013-06-08
4831,i,j,d,2010-08-11
6753,h,i,d,2022-05-28
4654c,d,c,g,2022-08-19
9139c,i,c,b,2017-09-27
2640,j,b,d,2019-12-01
11041c,i,f,c,2022-04-28
12425c,j,f,j,2011-12-14
4119,a,e,i,2019-12-07
10565c,f,f,b,2017-01-20
856c,d,a,e,2012-11-20
2963,g,h,b,2010-08-06
392,g,g,j,2011-09-19
10150c,e,c,b,2010-10-11
6111c,i,i,c,2012-03-22
1810,a,b,c,2022-10-23
2267,a,c,a,2018-12-03
2529,h,c,g,2020-05-30
572c,g,f,h,2013-12-29
1001c,h,a,f,2015-11-23
7899c,d,e,g,2020-12-26
8033,d,e,i,2015-05-31
9545,h,i,h,2015-12-19
9197,d,f,h,2021-05-18
8251,b,g,e,2022-07-12
8503c,j,h,b,2015-04-12
3877c,g,b,i,2020-09-03
10410c,c,b,e,2019-02-28
5620c,f,j,a,2016-07-06
2211c,d,i,e,2017-03-30
3344,f,i,e,2013-12-30
14023c,a,i,e,2022-01-27
11601c,h,g,f,2017-06-29
1405,b,e,c,2021-10-08
7867c,h,a,e,2010-07-13
9256c,j,c,j,2017-11-14
10294c,e,b,c,2014-11-25
